amount,base_currency,date,currency,exchange_rate
1.0,USD,2022-02-01,AUD,1.4092
1.0,USD,2022-02-01,BGN,1.7369
1.0,USD,2022-02-01,BRL,5.2906
1.0,USD,2022-02-01,CAD,1.2699
1.0,USD,2022-02-01,CHF,0.92131
1.0,USD,2022-02-01,CNY,6.361
1.0,USD,2022-02-01,CZK,21.612
1.0,USD,2022-02-01,DKK,6.6081
1.0,USD,2022-02-01,EUR,0.8881
1.0,USD,2022-02-01,GBP,0.74155
1.0,USD,2022-02-01,HKD,7.7956
1.0,USD,2022-02-01,HRK,6.6852
1.0,USD,2022-02-01,HUF,316.5
1.0,USD,2022-02-01,IDR,14321.0
1.0,USD,2022-02-01,ILS,3.167
1.0,USD,2022-02-01,INR,74.778
1.0,USD,2022-02-01,ISK,127.71
1.0,USD,2022-02-01,JPY,114.67
1.0,USD,2022-02-01,KRW,1202.14
1.0,USD,2022-02-01,MXN,20.542
1.0,USD,2022-02-01,MYR,4.1855
1.0,USD,2022-02-01,NOK,8.8488
1.0,USD,2022-02-01,NZD,1.5126
1.0,USD,2022-02-01,PHP,51.08
1.0,USD,2022-02-01,PLN,4.0679
1.0,USD,2022-02-01,RON,4.393
1.0,USD,2022-02-01,RUB,76.661
1.0,USD,2022-02-01,SEK,9.2751
1.0,USD,2022-02-01,SGD,1.3498
1.0,USD,2022-02-01,THB,33.195
1.0,USD,2022-02-01,TRY,13.3787
1.0,USD,2022-02-01,ZAR,15.2427
